label,Text
1,"['discovery', 'ability', 'poliomyelitis', 'viruses', 'grow', 'cultures', 'various', 'types', 'tissue']"
1,"['discovery', 'ability', 'poliomyelitis', 'viruses', 'grow', 'cultures', 'various', 'types', 'tissue']"
1,"['discovery', 'ability', 'poliomyelitis', 'viruses', 'grow', 'cultures', 'various', 'types', 'tissue']"
14,"['research', 'nature', 'chemical', 'bond', 'application', 'elucidation', 'structure', 'complex', 'substances']"
14,"['research', 'nature', 'chemical', 'bond', 'application', 'elucidation', 'structure', 'complex', 'substances']"
0,"['fundamental', 'research', 'quantum', 'mechanics', 'especially', 'statistical', 'interpretation', 'wavefunction']"
0,"['coincidence', 'method', 'discoveries', 'made', 'therewith']"
3,"['mastery', 'art', 'narrative', 'recently', 'demonstrated', 'IThe', 'Old', 'Man', 'SeaI', 'influence', 'exerted', 'contemporary', 'style']"
2,"['efforts', 'heal', 'wounds', 'war', 'providing', 'help', 'protection', 'refugees', 'world']"
2,"['efforts', 'heal', 'wounds', 'war', 'providing', 'help', 'protection', 'refugees', 'world']"
3,"['vivid', 'epic', 'power', 'renewed', 'great', 'narrative', 'art', 'Iceland']"
0,"['precision', 'determination', 'magnetic', 'moment', 'electron']"
0,"['discoveries', 'concerning', 'fine', 'structure', 'hydrogen', 'spectrum']"
1,"['discoveries', 'concerning', 'nature', 'mode', 'action', 'oxidation', 'enzymes']"
14,"['work', 'biochemically', 'important', 'sulphur', 'compounds', 'especially', 'first', 'synthesis', 'polypeptide', 'hormone']"
1,"['discoveries', 'concerning', 'heart', 'catheterization', 'pathological', 'changes', 'circulatory', 'system']"
1,"['discoveries', 'concerning', 'heart', 'catheterization', 'pathological', 'changes', 'circulatory', 'system']"
0,"['researches', 'semiconductors', 'discovery', 'transistor', 'effect']"
14,"['researches', 'mechanism', 'chemical', 'reactions']"
14,"['researches', 'mechanism', 'chemical', 'reactions']"
0,"['researches', 'semiconductors', 'discovery', 'transistor', 'effect']"
0,"['researches', 'semiconductors', 'discovery', 'transistor', 'effect']"
0,"['researches', 'semiconductors', 'discovery', 'transistor', 'effect']"
1,"['discoveries', 'concerning', 'heart', 'catheterization', 'pathological', 'changes', 'circulatory', 'system']"
3,"['lyrical', 'poetry', 'Spanish', 'language', 'constitutes', 'example', 'high', 'spirit', 'artistical', 'purity']"
0,"['penetrating', 'investigation', 'socalled', 'parity', 'laws', 'led', 'important', 'discoveries', 'regarding', 'elementary', 'particles']"
2,"['crucial', 'contribution', 'deployment', 'United', 'Nations', 'Emergency', 'Force', 'wake', 'Suez', 'Crisis']"
14,"['work', 'nucleotides', 'nucleotide', 'coenzymes']"
0,"['penetrating', 'investigation', 'socalled', 'parity', 'laws', 'led', 'important', 'discoveries', 'regarding', 'elementary', 'particles']"
3,"['important', 'literary', 'production', 'clearsighted', 'earnestness', 'illuminates', 'problems', 'human', 'conscience', 'times']"
1,"['discoveries', 'relating', 'synthetic', 'compounds', 'inhibit', 'action', 'certain', 'body', 'substances', 'especially', 'action', 'vascular', 'system', 'skeletal', 'muscles']"
14,"['work', 'structure', 'proteins', 'especially', 'insulin']"
14,"['work', 'structure', 'proteins', 'especially', 'insulin']"
2,"['efforts', 'help', 'refugees', 'leave', 'camps', 'return', 'life', 'freedom', 'dignity']"
1,"['discovery', 'genes', 'act', 'regulating', 'definite', 'chemical', 'events']"
1,"['discoveries', 'concerning', 'genetic', 'recombination', 'organization', 'genetic', 'material', 'bacteria']"
3,"['important', 'achievement', 'contemporary', 'lyrical', 'poetry', 'field', 'great', 'Russian', 'epic', 'tradition']"
0,"['discovery', 'interpretation', 'Cherenkov', 'effect']"
0,"['discovery', 'interpretation', 'Cherenkov', 'effect']"
0,"['discovery', 'interpretation', 'Cherenkov', 'effect']"
1,"['discovery', 'genes', 'act', 'regulating', 'definite', 'chemical', 'events']"
1,"['discovery', 'mechanisms', 'biological', 'synthesis', 'ribonucleic', 'acid', 'deoxyribonucleic', 'acid']"
14,"['discovery', 'development', 'polarographic', 'methods', 'analysis']"
0,"['discovery', 'antiproton']"
0,"['discovery', 'antiproton']"
1,"['discovery', 'mechanisms', 'biological', 'synthesis', 'ribonucleic', 'acid', 'deoxyribonucleic', 'acid']"
2,"['longstanding', 'contribution', 'cause', 'disarmament', 'peace']"
3,"['lyrical', 'poetry', 'classical', 'fire', 'expresses', 'tragic', 'experience', 'life', 'times']"
1,"['discovery', 'acquired', 'immunological', 'tolerance']"
0,"['invention', 'bubble', 'chamber']"
1,"['discovery', 'acquired', 'immunological', 'tolerance']"
3,"['soaring', 'flight', 'evocative', 'imagery', 'poetry', 'visionary', 'fashion', 'reflects', 'conditions', 'time']"
2,"['nonviolent', 'struggle', 'apartheid']"
14,"['method', 'use', 'carbon14', 'age', 'determination', 'archaeology', 'geology', 'geophysics', 'branches', 'science']"
0,"['researches', 'concerning', 'resonance', 'absorption', 'gamma', 'radiation', 'discovery', 'connection', 'effect', 'bears', 'name']"
2,"['developing', 'UN', 'effective', 'constructive', 'international', 'organization', 'capable', 'giving', 'life', 'principles', 'aims', 'expressed', 'UN', 'Charter']"
1,"['discoveries', 'physical', 'mechanism', 'stimulation', 'within', 'cochlea']"
3,"['epic', 'force', 'traced', 'themes', 'depicted', 'human', 'destinies', 'drawn', 'history', 'country']"
14,"['research', 'carbon', 'dioxide', 'assimilation', 'plants']"
0,"['pioneering', 'studies', 'electron', 'scattering', 'atomic', 'nuclei', 'thereby', 'achieved', 'discoveries', 'concerning', 'structure', 'nucleons']"
1,"['discoveries', 'concerning', 'molecular', 'structure', 'nucleic', 'acids', 'significance', 'information', 'transfer', 'living', 'material']"
1,"['discoveries', 'concerning', 'molecular', 'structure', 'nucleic', 'acids', 'significance', 'information', 'transfer', 'living', 'material']"
1,"['discoveries', 'concerning', 'molecular', 'structure', 'nucleic', 'acids', 'significance', 'information', 'transfer', 'living', 'material']"
2,"['fight', 'nuclear', 'arms', 'race', 'East', 'West']"
2,"['fight', 'nuclear', 'arms', 'race', 'East', 'West']"
14,"['studies', 'structures', 'globular', 'proteins']"
14,"['studies', 'structures', 'globular', 'proteins']"
0,"['pioneering', 'theories', 'condensed', 'matter', 'especially', 'liquid', 'helium']"
3,"['realistic', 'imaginative', 'writings', 'combining', 'sympathetic', 'humour', 'keen', 'social', 'perception']"
1,"['discoveries', 'concerning', 'ionic', 'mechanisms', 'involved', 'excitation', 'inhibition', 'peripheral', 'central', 'portions', 'nerve', 'cell', 'membrane']"
1,"['discoveries', 'concerning', 'ionic', 'mechanisms', 'involved', 'excitation', 'inhibition', 'peripheral', 'central', 'portions', 'nerve', 'cell', 'membrane']"
1,"['discoveries', 'concerning', 'ionic', 'mechanisms', 'involved', 'excitation', 'inhibition', 'peripheral', 'central', 'portions', 'nerve', 'cell', 'membrane']"
0,"['discoveries', 'concerning', 'nuclear', 'shell', 'structure']"
0,"['contributions', 'theory', 'atomic', 'nucleus', 'elementary', 'particles', 'particularly', 'discovery', 'application', 'fundamental', 'symmetry', 'principles']"
2,"['promoting', 'principles', 'Geneva', 'Convention', 'cooperation', 'UN']"
2,"['promoting', 'principles', 'Geneva', 'Convention', 'cooperation', 'UN']"
2,"['promoting', 'principles', 'Geneva', 'Convention', 'cooperation', 'UN']"
2,"['promoting', 'principles', 'Geneva', 'Convention', 'cooperation', 'UN']"
3,"['eminent', 'lyrical', 'writing', 'inspired', 'deep', 'feeling', 'Hellenic', 'world', 'culture']"
0,"['discoveries', 'concerning', 'nuclear', 'shell', 'structure']"
14,"['discoveries', 'field', 'chemistry', 'technology', 'high', 'polymers']"
14,"['discoveries', 'field', 'chemistry', 'technology', 'high', 'polymers']"
0,"['fundamental', 'work', 'field', 'quantum', 'electronics', 'led', 'construction', 'oscillators', 'amplifiers', 'based', 'maserlaser', 'principle']"
3,"['work', 'rich', 'ideas', 'filled', 'spirit', 'freedom', 'quest', 'truth', 'exerted', 'farreaching', 'influence', 'age']"
2,"['nonviolent', 'struggle', 'civil', 'rights', 'AfroAmerican', 'population']"
0,"['fundamental', 'work', 'field', 'quantum', 'electronics', 'led', 'construction', 'oscillators', 'amplifiers', 'based', 'maserlaser', 'principle']"
1,"['discoveries', 'concerning', 'mechanism', 'regulation', 'cholesterol', 'fatty', 'acid', 'metabolism']"
0,"['fundamental', 'work', 'field', 'quantum', 'electronics', 'led', 'construction', 'oscillators', 'amplifiers', 'based', 'maserlaser', 'principle']"
1,"['discoveries', 'concerning', 'mechanism', 'regulation', 'cholesterol', 'fatty', 'acid', 'metabolism']"
14,"['determinations', 'Xray', 'techniques', 'structures', 'important', 'biochemical', 'substances']"
14,"['outstanding', 'achievements', 'art', 'organic', 'synthesis']"
1,"['discoveries', 'concerning', 'genetic', 'control', 'enzyme', 'virus', 'synthesis']"
1,"['discoveries', 'concerning', 'genetic', 'control', 'enzyme', 'virus', 'synthesis']"
1,"['discoveries', 'concerning', 'genetic', 'control', 'enzyme', 'virus', 'synthesis']"
2,"['effort', 'enhance', 'solidarity', 'nations', 'reduce', 'difference', 'rich', 'poor', 'states']"
0,"['fundamental', 'work', 'quantum', 'electrodynamics', 'deepploughing', 'consequences', 'physics', 'elementary', 'particles']"
3,"['artistic', 'power', 'integrity', 'epic', 'given', 'expression', 'historic', 'phase', 'life', 'Russian', 'people']"
0,"['fundamental', 'work', 'quantum', 'electrodynamics', 'deepploughing', 'consequences', 'physics', 'elementary', 'particles']"
0,"['fundamental', 'work', 'quantum', 'electrodynamics', 'deepploughing', 'consequences', 'physics', 'elementary', 'particles']"
1,"['discoveries', 'concerning', 'hormonal', 'treatment', 'prostatic', 'cancer']"
3,"['profoundly', 'characteristic', 'narrative', 'art', 'motifs', 'life', 'Jewish', 'people']"
14,"['fundamental', 'work', 'concerning', 'chemical', 'bonds', 'electronic', 'structure', 'molecules', 'molecular', 'orbital', 'method']"
1,"['discovery', 'tumourinducing', 'viruses']"
3,"['outstanding', 'lyrical', 'dramatic', 'writing', 'interprets', 'Israels', 'destiny', 'touching', 'strength']"
0,"['discovery', 'development', 'optical', 'methods', 'studying', 'Hertzian', 'resonances', 'atoms']"
1,"['discoveries', 'concerning', 'primary', 'physiological', 'chemical', 'visual', 'processes', 'eye']"
1,"['discoveries', 'concerning', 'primary', 'physiological', 'chemical', 'visual', 'processes', 'eye']"
14,"['studies', 'extremely', 'fast', 'chemical', 'reactions', 'effected', 'disturbing', 'equilibrium', 'means', 'short', 'pulses', 'energy']"
3,"['vivid', 'literary', 'achievement', 'deeprooted', 'national', 'traits', 'traditions', 'Indian', 'peoples', 'Latin', 'America']"
14,"['studies', 'extremely', 'fast', 'chemical', 'reactions', 'effected', 'disturbing', 'equilibrium', 'means', 'short', 'pulses', 'energy']"
14,"['studies', 'extremely', 'fast', 'chemical', 'reactions', 'effected', 'disturbing', 'equilibrium', 'means', 'short', 'pulses', 'energy']"
1,"['discoveries', 'concerning', 'primary', 'physiological', 'chemical', 'visual', 'processes', 'eye']"
0,"['contributions', 'theory', 'nuclear', 'reactions', 'especially', 'discoveries', 'concerning', 'energy', 'production', 'stars']"
1,"['interpretation', 'genetic', 'code', 'function', 'protein', 'synthesis']"
1,"['interpretation', 'genetic', 'code', 'function', 'protein', 'synthesis']"
14,"['discovery', 'reciprocal', 'relations', 'bearing', 'name', 'fundamental', 'thermodynamics', 'irreversible', 'processes']"
2,"['struggle', 'ensure', 'rights', 'man', 'stipulated', 'UN', 'Declaration']"
1,"['interpretation', 'genetic', 'code', 'function', 'protein', 'synthesis']"
0,"['decisive', 'contributions', 'elementary', 'particle', 'physics', 'particular', 'discovery', 'large', 'number', 'resonance', 'states', 'made', 'possible', 'development', 'technique', 'using', 'hydrogen', 'bubble', 'chamber', 'data', 'analysis']"
3,"['narrative', 'mastery', 'great', 'sensibility', 'expresses', 'essence', 'Japanese', 'mind']"
14,"['contributions', 'development', 'concept', 'conformation', 'application', 'chemistry']"
3,"['writing', 'new', 'forms', 'novel', 'drama', 'destitution', 'modern', 'man', 'acquires', 'elevation']"
5,"['developed', 'applied', 'dynamic', 'models', 'analysis', 'economic', 'processes']"
0,"['contributions', 'discoveries', 'concerning', 'classification', 'elementary', 'particles', 'interactions']"
5,"['developed', 'applied', 'dynamic', 'models', 'analysis', 'economic', 'processes']"
2,"['creating', 'international', 'legislation', 'insuring', 'certain', 'norms', 'working', 'conditions', 'every', 'country']"
1,"['discoveries', 'concerning', 'replication', 'mechanism', 'genetic', 'structure', 'viruses']"
1,"['discoveries', 'concerning', 'replication', 'mechanism', 'genetic', 'structure', 'viruses']"
1,"['discoveries', 'concerning', 'replication', 'mechanism', 'genetic', 'structure', 'viruses']"
14,"['contributions', 'development', 'concept', 'conformation', 'application', 'chemistry']"
0,"['fundamental', 'work', 'discoveries', 'magnetohydrodynamics', 'fruitful', 'applications', 'different', 'parts', 'plasma', 'physics']"
0,"['fundamental', 'work', 'discoveries', 'concerning', 'antiferromagnetism', 'ferrimagnetism', 'led', 'important', 'applications', 'solid', 'state', 'physics']"
2,"['given', 'wellfounded', 'hope', 'green', 'revolution']"
14,"['discovery', 'sugar', 'nucleotides', 'role', 'biosynthesis', 'carbohydrates']"
3,"['ethical', 'force', 'pursued', 'indispensable', 'traditions', 'Russian', 'literature']"
5,"['scientific', 'work', 'developed', 'static', 'dynamic', 'economic', 'theory', 'actively', 'contributed', 'raising', 'level', 'analysis', 'economic', 'science']"
1,"['discoveries', 'concerning', 'humoral', 'transmitters', 'nerve', 'terminals', 'mechanism', 'storage', 'release', 'inactivation']"
1,"['discoveries', 'concerning', 'humoral', 'transmitters', 'nerve', 'terminals', 'mechanism', 'storage', 'release', 'inactivation']"
1,"['discoveries', 'concerning', 'humoral', 'transmitters', 'nerve', 'terminals', 'mechanism', 'storage', 'release', 'inactivation']"
2,"['paving', 'way', 'meaningful', 'dialogue', 'East', 'West']"
0,"['invention', 'development', 'holographic', 'method']"
5,"['empirically', 'founded', 'interpretation', 'economic', 'growth', 'led', 'new', 'deepened', 'insight', 'economic', 'social', 'structure', 'process', 'development']"
14,"['contributions', 'knowledge', 'electronic', 'structure', 'geometry', 'molecules', 'particularly', 'free', 'radicals']"
1,"['discoveries', 'concerning', 'mechanisms', 'action', 'hormones']"
3,"['poetry', 'action', 'elemental', 'force', 'brings', 'alive', 'continents', 'destiny', 'dreams']"
3,"['writing', 'combination', 'broad', 'perspective', 'time', 'sensitive', 'skill', 'characterization', 'contributed', 'renewal', 'German', 'literature']"
1,"['discoveries', 'concerning', 'chemical', 'structure', 'antibodies']"
0,"['jointly', 'developed', 'theory', 'superconductivity', 'usually', 'called', 'BCStheory']"
14,"['contribution', 'understanding', 'connection', 'chemical', 'structure', 'catalytic', 'activity', 'active', 'centre', 'ribonuclease', 'molecule']"
14,"['work', 'ribonuclease', 'especially', 'concerning', 'connection', 'amino', 'acid', 'sequence', 'biologically', 'active', 'conformation']"
14,"['contribution', 'understanding', 'connection', 'chemical', 'structure', 'catalytic', 'activity', 'active', 'centre', 'ribonuclease', 'molecule']"
0,"['jointly', 'developed', 'theory', 'superconductivity', 'usually', 'called', 'BCStheory']"
0,"['jointly', 'developed', 'theory', 'superconductivity', 'usually', 'called', 'BCStheory']"
5,"['pioneering', 'contributions', 'general', 'economic', 'equilibrium', 'theory', 'welfare', 'theory']"
5,"['pioneering', 'contributions', 'general', 'economic', 'equilibrium', 'theory', 'welfare', 'theory']"
0,"['jointly', 'developed', 'theory', 'superconductivity', 'usually', 'called', 'BCStheory']"
1,"['discoveries', 'concerning', 'chemical', 'structure', 'antibodies']"
0,"['theoretical', 'predictions', 'properties', 'supercurrent', 'tunnel', 'barrier', 'particular', 'phenomena', 'generally', 'known', 'Josephson', 'effects']"
14,"['pioneering', 'work', 'performed', 'independently', 'chemistry', 'organometallic', 'called', 'sandwich', 'compounds']"
14,"['pioneering', 'work', 'performed', 'independently', 'chemistry', 'organometallic', 'called', 'sandwich', 'compounds']"
2,"['jointly', 'negotiated', 'cease', 'fire', 'Vietnam', '1973']"
5,"['development', 'inputoutput', 'method', 'application', 'important', 'economic', 'problems']"
1,"['discoveries', 'concerning', 'organization', 'elicitation', 'individual', 'social', 'behaviour', 'patterns']"
0,"['experimental', 'discoveries', 'regarding', 'tunneling', 'phenomena', 'semiconductors', 'superconductors', 'respectively']"
0,"['experimental', 'discoveries', 'regarding', 'tunneling', 'phenomena', 'semiconductors', 'superconductors', 'respectively']"
1,"['discoveries', 'concerning', 'organization', 'elicitation', 'individual', 'social', 'behaviour', 'patterns']"
3,"['epic', 'psychological', 'narrative', 'art', 'introduced', 'new', 'continent', 'literature']"
2,"['jointly', 'negotiated', 'cease', 'fire', 'Vietnam', '1973']"
1,"['discoveries', 'concerning', 'organization', 'elicitation', 'individual', 'social', 'behaviour', 'patterns']"
14,"['fundamental', 'achievements', 'theoretical', 'experimental', 'physical', 'chemistry', 'macromolecules']"
3,"['narrative', 'art', 'farseeing', 'lands', 'ages', 'service', 'freedom']"
5,"['pioneering', 'work', 'theory', 'money', 'economic', 'fluctuations', 'penetrating', 'analysis', 'interdependence', 'economic', 'social', 'institutional', 'phenomena']"
3,"['writings', 'catch', 'dewdrop', 'reflect', 'cosmos']"
1,"['discoveries', 'concerning', 'structural', 'functional', 'organization', 'cell']"
0,"['pioneering', 'research', 'radio', 'astrophysics', 'Ryle', 'observations', 'inventions', 'particular', 'aperture', 'synthesis', 'technique', 'Hewish', 'decisive', 'role', 'discovery', 'pulsars']"
0,"['pioneering', 'research', 'radio', 'astrophysics', 'Ryle', 'observations', 'inventions', 'particular', 'aperture', 'synthesis', 'technique', 'Hewish', 'decisive', 'role', 'discovery', 'pulsars']"
1,"['discoveries', 'concerning', 'structural', 'functional', 'organization', 'cell']"
2,"['contribution', 'stabilize', 'conditions', 'Pacific', 'rim', 'area', 'signing', 'Nuclear', 'NonProliferation', 'Treaty']"
2,"['efforts', 'secure', 'develop', 'human', 'rights', 'throughout', 'world']"
5,"['pioneering', 'work', 'theory', 'money', 'economic', 'fluctuations', 'penetrating', 'analysis', 'interdependence', 'economic', 'social', 'institutional', 'phenomena']"
1,"['discoveries', 'concerning', 'structural', 'functional', 'organization', 'cell']"
14,"['work', 'stereochemistry', 'enzymecatalyzed', 'reactions']"
14,"['research', 'stereochemistry', 'organic', 'molecules', 'reactions']"
1,"['discoveries', 'concerning', 'interaction', 'tumour', 'viruses', 'genetic', 'material', 'cell']"
0,"['discovery', 'connection', 'collective', 'motion', 'particle', 'motion', 'atomic', 'nuclei', 'development', 'theory', 'structure', 'atomic', 'nucleus', 'based', 'connection']"
0,"['discovery', 'connection', 'collective', 'motion', 'particle', 'motion', 'atomic', 'nuclei', 'development', 'theory', 'structure', 'atomic', 'nucleus', 'based', 'connection']"
0,"['discovery', 'connection', 'collective', 'motion', 'particle', 'motion', 'atomic', 'nuclei', 'development', 'theory', 'structure', 'atomic', 'nucleus', 'based', 'connection']"
5,"['contributions', 'theory', 'optimum', 'allocation', 'resources']"
5,"['contributions', 'theory', 'optimum', 'allocation', 'resources']"
3,"['distinctive', 'poetry', 'great', 'artistic', 'sensitivity', 'interpreted', 'human', 'values', 'sign', 'outlook', 'life', 'illusions']"
1,"['discoveries', 'concerning', 'interaction', 'tumour', 'viruses', 'genetic', 'material', 'cell']"
1,"['discoveries', 'concerning', 'interaction', 'tumour', 'viruses', 'genetic', 'material', 'cell']"
2,"['struggle', 'human', 'rights', 'Soviet', 'Union', 'disarmament', 'cooperation', 'nations']"
5,"['achievements', 'fields', 'consumption', 'analysis', 'monetary', 'history', 'theory', 'demonstration', 'complexity', 'stabilization', 'policy']"
14,"['studies', 'structure', 'boranes', 'illuminating', 'problems', 'chemical', 'bonding']"
2,"['courageous', 'efforts', 'founding', 'movement', 'put', 'end', 'violent', 'conflict', 'Northern', 'Ireland']"
0,"['pioneering', 'work', 'discovery', 'heavy', 'elementary', 'particle', 'new', 'kind']"
0,"['pioneering', 'work', 'discovery', 'heavy', 'elementary', 'particle', 'new', 'kind']"
1,"['discoveries', 'concerning', 'new', 'mechanisms', 'origin', 'dissemination', 'infectious', 'diseases']"
1,"['discoveries', 'concerning', 'new', 'mechanisms', 'origin', 'dissemination', 'infectious', 'diseases']"
2,"['courageous', 'efforts', 'founding', 'movement', 'put', 'end', 'violent', 'conflict', 'Northern', 'Ireland']"
3,"['human', 'understanding', 'subtle', 'analysis', 'contemporary', 'culture', 'combined', 'work']"
0,"['fundamental', 'theoretical', 'investigations', 'electronic', 'structure', 'magnetic', 'disordered', 'systems']"
5,"['pathbreaking', 'contribution', 'theory', 'international', 'trade', 'international', 'capital', 'movements']"
5,"['pathbreaking', 'contribution', 'theory', 'international', 'trade', 'international', 'capital', 'movements']"
0,"['fundamental', 'theoretical', 'investigations', 'electronic', 'structure', 'magnetic', 'disordered', 'systems']"
0,"['fundamental', 'theoretical', 'investigations', 'electronic', 'structure', 'magnetic', 'disordered', 'systems']"
1,"['discoveries', 'concerning', 'peptide', 'hormone', 'production', 'brain']"
1,"['development', 'radioimmunoassays', 'peptide', 'hormones']"
14,"['contributions', 'nonequilibrium', 'thermodynamics', 'particularly', 'theory', 'dissipative', 'structures']"
1,"['discoveries', 'concerning', 'peptide', 'hormone', 'production', 'brain']"
2,"['worldwide', 'respect', 'human', 'rights']"
3,"['creative', 'poetic', 'writing', 'illuminates', 'mans', 'condition', 'cosmos', 'presentday', 'society', 'time', 'representing', 'great', 'renewal', 'traditions', 'Spanish', 'poetry', 'wars']"
2,"['jointly', 'negotiated', 'peace', 'Egypt', 'Israel', '1978']"
2,"['jointly', 'negotiated', 'peace', 'Egypt', 'Israel', '1978']"
0,"['discovery', 'cosmic', 'microwave', 'background', 'radiation']"
1,"['discovery', 'restriction', 'enzymes', 'application', 'problems', 'molecular', 'genetics']"
1,"['discovery', 'restriction', 'enzymes', 'application', 'problems', 'molecular', 'genetics']"
1,"['discovery', 'restriction', 'enzymes', 'application', 'problems', 'molecular', 'genetics']"
0,"['discovery', 'cosmic', 'microwave', 'background', 'radiation']"
3,"['impassioned', 'narrative', 'art', 'roots', 'PolishJewish', 'cultural', 'tradition', 'brings', 'universal', 'human', 'conditions', 'life']"
5,"['pioneering', 'research', 'decisionmaking', 'process', 'within', 'economic', 'organizations']"
0,"['basic', 'inventions', 'discoveries', 'area', 'lowtemperature', 'physics']"
14,"['contribution', 'understanding', 'biological', 'energy', 'transfer', 'formulation', 'chemiosmotic', 'theory']"
14,"['development', 'use', 'boron', 'phosphoruscontaining', 'compounds', 'respectively', 'important', 'reagents', 'organic', 'synthesis']"
5,"['pioneering', 'research', 'economic', 'development', 'research', 'particular', 'consideration', 'problems', 'developing', 'countries']"
5,"['pioneering', 'research', 'economic', 'development', 'research', 'particular', 'consideration', 'problems', 'developing', 'countries']"
2,"['work', 'bringing', 'help', 'suffering', 'humanity']"
14,"['development', 'use', 'boron', 'phosphoruscontaining', 'compounds', 'respectively', 'important', 'reagents', 'organic', 'synthesis']"
0,"['contributions', 'theory', 'unified', 'weak', 'electromagnetic', 'interaction', 'elementary', 'particles', 'including', 'inter', 'alia', 'prediction', 'weak', 'neutral', 'current']"
0,"['contributions', 'theory', 'unified', 'weak', 'electromagnetic', 'interaction', 'elementary', 'particles', 'including', 'inter', 'alia', 'prediction', 'weak', 'neutral', 'current']"
1,"['development', 'computer', 'assisted', 'tomography']"
1,"['development', 'computer', 'assisted', 'tomography']"
3,"['poetry', 'background', 'Greek', 'tradition', 'depicts', 'sensuous', 'strength', 'intellectual', 'clearsightedness', 'modern', 'mans', 'struggle', 'freedom', 'creativeness']"
0,"['contributions', 'theory', 'unified', 'weak', 'electromagnetic', 'interaction', 'elementary', 'particles', 'including', 'inter', 'alia', 'prediction', 'weak', 'neutral', 'current']"
14,"['contributions', 'concerning', 'determination', 'base', 'sequences', 'nucleic', 'acids']"
14,"['contributions', 'concerning', 'determination', 'base', 'sequences', 'nucleic', 'acids']"
1,"['discoveries', 'concerning', 'genetically', 'determined', 'structures', 'cell', 'surface', 'regulate', 'immunological', 'reactions']"
1,"['discoveries', 'concerning', 'genetically', 'determined', 'structures', 'cell', 'surface', 'regulate', 'immunological', 'reactions']"
5,"['creation', 'econometric', 'models', 'application', 'analysis', 'economic', 'fluctuations', 'economic', 'policies']"
14,"['fundamental', 'studies', 'biochemistry', 'nucleic', 'acids', 'particular', 'regard', 'recombinantDNA']"
2,"['source', 'inspiration', 'repressed', 'people', 'especially', 'Latin', 'America']"
14,"['contributions', 'concerning', 'determination', 'base', 'sequences', 'nucleic', 'acids']"
0,"['discovery', 'violations', 'fundamental', 'symmetry', 'principles', 'decay', 'neutral', 'Kmesons']"
0,"['discovery', 'violations', 'fundamental', 'symmetry', 'principles', 'decay', 'neutral', 'Kmesons']"
3,"['uncompromising', 'clearsightedness', 'voices', 'mans', 'exposed', 'condition', 'world', 'severe', 'conflicts']"
1,"['discoveries', 'concerning', 'genetically', 'determined', 'structures', 'cell', 'surface', 'regulate', 'immunological', 'reactions']"
5,"['analysis', 'financial', 'markets', 'relations', 'expenditure', 'decisions', 'employment', 'production', 'prices']"
3,"['writings', 'marked', 'broad', 'outlook', 'wealth', 'ideas', 'artistic', 'power']"
1,"['discoveries', 'concerning', 'information', 'processing', 'visual', 'system']"
0,"['contribution', 'development', 'laser', 'spectroscopy']"
2,"['promoting', 'fundamental', 'rights', 'refugees']"
2,"['promoting', 'fundamental', 'rights', 'refugees']"
1,"['discoveries', 'concerning', 'functional', 'specialization', 'cerebral', 'hemispheres']"
14,"['theories', 'developed', 'independently', 'concerning', 'course', 'chemical', 'reactions']"
14,"['theories', 'developed', 'independently', 'concerning', 'course', 'chemical', 'reactions']"
1,"['discoveries', 'concerning', 'information', 'processing', 'visual', 'system']"
0,"['contribution', 'development', 'laser', 'spectroscopy']"
0,"['contribution', 'development', 'highresolution', 'electron', 'spectroscopy']"
5,"['seminal', 'studies', 'industrial', 'structures', 'functioning', 'markets', 'causes', 'effects', 'public', 'regulation']"
2,"['work', 'disarmament', 'nuclear', 'weaponfree', 'zones']"
3,"['novels', 'short', 'stories', 'fantastic', 'realistic', 'combined', 'richly', 'composed', 'world', 'imagination', 'reflecting', 'continents', 'life', 'conflicts']"
1,"['discoveries', 'concerning', 'prostaglandins', 'related', 'biologically', 'active', 'substances']"
14,"['development', 'crystallographic', 'electron', 'microscopy', 'structural', 'elucidation', 'biologically', 'important', 'nucleic', 'acidprotein', 'complexes']"
1,"['discoveries', 'concerning', 'prostaglandins', 'related', 'biologically', 'active', 'substances']"
0,"['theory', 'critical', 'phenomena', 'connection', 'phase', 'transitions']"
2,"['work', 'disarmament', 'nuclear', 'weaponfree', 'zones']"
1,"['discoveries', 'concerning', 'prostaglandins', 'related', 'biologically', 'active', 'substances']"
2,"['nonviolent', 'struggle', 'free', 'trade', 'unions', 'human', 'rights', 'Poland']"
14,"['work', 'mechanisms', 'electron', 'transfer', 'reactions', 'especially', 'metal', 'complexes']"
1,"['discovery', 'mobile', 'genetic', 'elements']"
5,"['incorporated', 'new', 'analytical', 'methods', 'economic', 'theory', 'rigorous', 'reformulation', 'theory', 'general', 'equilibrium']"
3,"['novels', 'perspicuity', 'realistic', 'narrative', 'art', 'diversity', 'universality', 'myth', 'illuminate', 'human', 'condition', 'world', 'today']"
0,"['theoretical', 'experimental', 'studies', 'nuclear', 'reactions', 'importance', 'formation', 'chemical', 'elements', 'universe']"
0,"['theoretical', 'studies', 'physical', 'processes', 'importance', 'structure', 'evolution', 'stars']"
1,"['theories', 'concerning', 'specificity', 'development', 'control', 'immune', 'system', 'discovery', 'principle', 'production', 'monoclonal', 'antibodies']"
1,"['theories', 'concerning', 'specificity', 'development', 'control', 'immune', 'system', 'discovery', 'principle', 'production', 'monoclonal', 'antibodies']"
