Year_x,Laureate_Id_x,Firstname,Lastname,Category_x,Prize_Share_x,Motivation_x,Year_y,Laureate_Id_y,Category_y,Prize_Share_y,Motivation_y
1945,50,Wolfgang,Pauli,physics,1,"""for the discovery of the Exclusion Principle also called the Pauli Principle""",1945,50,physics,1,"""for the discovery of the Exclusion Principle also called the Pauli Principle"""
1945,615,Gabriela,Mistral,literature,1,"""for her lyric poetry which inspired by powerful emotions has made her name a symbol of the idealistic aspirations of the entire Latin American world""",1945,615,literature,1,"""for her lyric poetry which inspired by powerful emotions has made her name a symbol of the idealistic aspirations of the entire Latin American world"""
1945,203,Artturi,Virtanen,chemistry,1,"""for his research and inventions in agricultural and nutrition chemistry especially for his fodder preservation method""",1945,203,chemistry,1,"""for his research and inventions in agricultural and nutrition chemistry especially for his fodder preservation method"""
1945,505,Cordell,Hull,peace,1,"""for his indefatigable work for international understanding and his pivotal role in establishing the United Nations""",1945,505,peace,1,"""for his indefatigable work for international understanding and his pivotal role in establishing the United Nations"""
1945,339,Sir Alexander,Fleming,medicine,3,"""for the discovery of penicillin and its curative effect in various infectious diseases""",1945,339,medicine,3,"""for the discovery of penicillin and its curative effect in various infectious diseases"""
1945,340,Ernst B.,Chain,medicine,3,"""for the discovery of penicillin and its curative effect in various infectious diseases""",1945,340,medicine,3,"""for the discovery of penicillin and its curative effect in various infectious diseases"""
1945,341,Sir Howard,Florey,medicine,3,"""for the discovery of penicillin and its curative effect in various infectious diseases""",1945,341,medicine,3,"""for the discovery of penicillin and its curative effect in various infectious diseases"""
1946,507,John R.,Mott,peace,2,"""for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries""",1946,507,peace,2,"""for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries"""
1946,51,Percy W.,Bridgman,physics,1,"""for the invention of an apparatus to produce extremely high pressures and for the discoveries he made therewith in the field of high pressure physics""",1946,51,physics,1,"""for the invention of an apparatus to produce extremely high pressures and for the discoveries he made therewith in the field of high pressure physics"""
1946,204,James B.,Sumner,chemistry,2,"""for his discovery that enzymes can be crystallized""",1946,204,chemistry,2,"""for his discovery that enzymes can be crystallized"""
1946,205,John H.,Northrop,chemistry,4,"""for their preparation of enzymes and virus proteins in a pure form""",1946,205,chemistry,4,"""for their preparation of enzymes and virus proteins in a pure form"""
1946,206,Wendell M.,Stanley,chemistry,4,"""for their preparation of enzymes and virus proteins in a pure form""",1946,206,chemistry,4,"""for their preparation of enzymes and virus proteins in a pure form"""
1946,342,Hermann J.,Muller,medicine,1,"""for the discovery of the production of mutations by means of X-ray irradiation""",1946,342,medicine,1,"""for the discovery of the production of mutations by means of X-ray irradiation"""
1946,506,Emily Greene,Balch,peace,2,"""for her lifelong work for the cause of peace""",1946,506,peace,2,"""for her lifelong work for the cause of peace"""
1946,617,Hermann,Hesse,literature,1,"""for his inspired writings which while growing in boldness and penetration exemplify the classical humanitarian ideals and high qualities of style""",1946,617,literature,1,"""for his inspired writings which while growing in boldness and penetration exemplify the classical humanitarian ideals and high qualities of style"""
1947,344,Gerty,Cori,medicine,4,"""for their discovery of the course of the catalytic conversion of glycogen""",1947,344,medicine,4,"""for their discovery of the course of the catalytic conversion of glycogen"""
1947,345,Bernardo,Houssay,medicine,2,"""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""",1947,345,medicine,2,"""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar"""
1947,52,Edward V.,Appleton,physics,1,"""for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer""",1947,52,physics,1,"""for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer"""
1947,618,André,Gide,literature,1,"""for his comprehensive and artistically significant writings in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""",1947,618,literature,1,"""for his comprehensive and artistically significant writings in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight"""
1947,207,Sir Robert,Robinson,chemistry,1,"""for his investigations on plant products of biological importance especially the alkaloids""",1947,207,chemistry,1,"""for his investigations on plant products of biological importance especially the alkaloids"""
1947,508,Friends Service Council,,peace,2,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",1947,508,peace,2,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations"""
1947,509,American Friends Service Committee,,peace,2,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",1947,509,peace,2,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations"""
1947,343,Carl,Cori,medicine,4,"""for their discovery of the course of the catalytic conversion of glycogen""",1947,343,medicine,4,"""for their discovery of the course of the catalytic conversion of glycogen"""
1948,346,Paul,Müller,medicine,1,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",1948,346,medicine,1,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods"""
1948,619,T.S.,Eliot,literature,1,"""for his outstanding pioneer contribution to present-day poetry""",1948,619,literature,1,"""for his outstanding pioneer contribution to present-day poetry"""
1948,208,Arne,Tiselius,chemistry,1,"""for his research on electrophoresis and adsorption analysis especially for his discoveries concerning the complex nature of the serum proteins""",1948,208,chemistry,1,"""for his research on electrophoresis and adsorption analysis especially for his discoveries concerning the complex nature of the serum proteins"""
1948,53,Patrick M.S.,Blackett,physics,1,"""for his development of the Wilson cloud chamber method and his discoveries therewith in the fields of nuclear physics and cosmic radiation""",1948,53,physics,1,"""for his development of the Wilson cloud chamber method and his discoveries therewith in the fields of nuclear physics and cosmic radiation"""
1949,348,Egas,Moniz,medicine,2,"""for his discovery of the therapeutic value of leucotomy in certain psychoses""",1949,348,medicine,2,"""for his discovery of the therapeutic value of leucotomy in certain psychoses"""
1949,209,William F.,Giauque,chemistry,1,"""for his contributions in the field of chemical thermodynamics particularly concerning the behaviour of substances at extremely low temperatures""",1949,209,chemistry,1,"""for his contributions in the field of chemical thermodynamics particularly concerning the behaviour of substances at extremely low temperatures"""
1949,347,Walter,Hess,medicine,2,"""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""",1949,347,medicine,2,"""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs"""
1949,620,William,Faulkner,literature,1,"""for his powerful and artistically unique contribution to the modern American novel""",1949,620,literature,1,"""for his powerful and artistically unique contribution to the modern American novel"""
1949,510,John,Boyd Orr,peace,1,"""for his lifelong effort to conquer hunger and want thereby helping to remove a major cause of military conflict and war""",1949,510,peace,1,"""for his lifelong effort to conquer hunger and want thereby helping to remove a major cause of military conflict and war"""
1949,54,Hideki,Yukawa,physics,1,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""",1949,54,physics,1,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces"""
1950,621,Bertrand,Russell,literature,1,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""",1950,621,literature,1,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought"""
1950,511,Ralph,Bunche,peace,1,"""for his work as mediator in Palestine in 1948-1949""",1950,511,peace,1,"""for his work as mediator in Palestine in 1948-1949"""
1950,351,Philip S.,Hench,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",1950,351,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects"""
1950,350,Tadeus,Reichstein,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",1950,350,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects"""
1950,349,Edward C.,Kendall,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",1950,349,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects"""
1950,211,Kurt,Alder,chemistry,2,"""for their discovery and development of the diene synthesis""",1950,211,chemistry,2,"""for their discovery and development of the diene synthesis"""
1950,55,Cecil,Powell,physics,1,"""for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method""",1950,55,physics,1,"""for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method"""
1950,210,Otto,Diels,chemistry,2,"""for their discovery and development of the diene synthesis""",1950,210,chemistry,2,"""for their discovery and development of the diene synthesis"""
1951,512,Léon,Jouhaux,peace,1,"""for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations""",1951,512,peace,1,"""for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations"""
1951,622,Pär,Lagerkvist,literature,1,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",1951,622,literature,1,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind"""
1951,57,Ernest T.S.,Walton,physics,2,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",1951,57,physics,2,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles"""
1951,56,John,Cockcroft,physics,2,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",1951,56,physics,2,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles"""
1951,212,Edwin M.,McMillan,chemistry,2,"""for their discoveries in the chemistry of the transuranium elements""",1951,212,chemistry,2,"""for their discoveries in the chemistry of the transuranium elements"""
1951,352,Max,Theiler,medicine,1,"""for his discoveries concerning yellow fever and how to combat it""",1951,352,medicine,1,"""for his discoveries concerning yellow fever and how to combat it"""
1951,213,Glenn T.,Seaborg,chemistry,2,"""for their discoveries in the chemistry of the transuranium elements""",1951,213,chemistry,2,"""for their discoveries in the chemistry of the transuranium elements"""
1952,58,Felix,Bloch,physics,2,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",1952,58,physics,2,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith"""
1952,215,Richard L.M.,Synge,chemistry,2,"""for their invention of partition chromatography""",1952,215,chemistry,2,"""for their invention of partition chromatography"""
1952,513,Albert,Schweitzer,peace,1,"""for his altruism reverence for life and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one""",1952,513,peace,1,"""for his altruism reverence for life and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one"""
1952,353,Selman A.,Waksman,medicine,1,"""for his discovery of streptomycin the first antibiotic effective against tuberculosis""",1952,353,medicine,1,"""for his discovery of streptomycin the first antibiotic effective against tuberculosis"""
1952,214,Archer J.P.,Martin,chemistry,2,"""for their invention of partition chromatography""",1952,214,chemistry,2,"""for their invention of partition chromatography"""
1952,59,E. M.,Purcell,physics,2,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",1952,59,physics,2,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith"""
1952,623,François,Mauriac,literature,1,"""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""",1952,623,literature,1,"""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life"""
1953,514,George C.,Marshall,peace,1,"""for proposing and supervising the plan for the economic recovery of Europe""",1953,514,peace,1,"""for proposing and supervising the plan for the economic recovery of Europe"""
1953,354,Hans,Krebs,medicine,2,"""for his discovery of the citric acid cycle""",1953,354,medicine,2,"""for his discovery of the citric acid cycle"""
1953,355,Fritz,Lipmann,medicine,2,"""for his discovery of co-enzyme A and its importance for intermediary metabolism""",1953,355,medicine,2,"""for his discovery of co-enzyme A and its importance for intermediary metabolism"""
1953,60,Frits,Zernike,physics,1,"""for his demonstration of the phase contrast method especially for his invention of the phase contrast microscope""",1953,60,physics,1,"""for his demonstration of the phase contrast method especially for his invention of the phase contrast microscope"""
1953,216,Hermann,Staudinger,chemistry,1,"""for his discoveries in the field of macromolecular chemistry""",1953,216,chemistry,1,"""for his discoveries in the field of macromolecular chemistry"""
1953,624,Winston,Churchill,literature,1,"""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values""",1953,624,literature,1,"""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values"""
1954,356,John F.,Enders,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1954,356,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue"""
1954,357,Thomas H.,Weller,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1954,357,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue"""
1954,358,Frederick C.,Robbins,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1954,358,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue"""
1954,217,Linus,Pauling,chemistry,1,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",1954,217,chemistry,1,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances"""
1954,217,Linus,Pauling,chemistry,1,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",1962,217,peace,1,"""for his fight against the nuclear arms race between East and West"""
1954,61,Max,Born,physics,2,"""for his fundamental research in quantum mechanics especially for his statistical interpretation of the wavefunction""",1954,61,physics,2,"""for his fundamental research in quantum mechanics especially for his statistical interpretation of the wavefunction"""
1954,62,Walther,Bothe,physics,2,"""for the coincidence method and his discoveries made therewith""",1954,62,physics,2,"""for the coincidence method and his discoveries made therewith"""
1954,625,Ernest,Hemingway,literature,1,"""for his mastery of the art of narrative most recently demonstrated in <I>The Old Man and the Sea</I> and for the influence that he has exerted on contemporary style""",1954,625,literature,1,"""for his mastery of the art of narrative most recently demonstrated in <I>The Old Man and the Sea</I> and for the influence that he has exerted on contemporary style"""
1954,515,Office of the United Nations High Commissioner for Refugees,,peace,1,"""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world""",1954,515,peace,1,"""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world"""
1954,515,Office of the United Nations High Commissioner for Refugees,,peace,1,"""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world""",1981,515,peace,1,"""for promoting the fundamental rights of refugees"""
1955,626,Halldór,Laxness,literature,1,"""for his vivid epic power which has renewed the great narrative art of Iceland""",1955,626,literature,1,"""for his vivid epic power which has renewed the great narrative art of Iceland"""
1955,64,Polykarp,Kusch,physics,2,"""for his precision determination of the magnetic moment of the electron""",1955,64,physics,2,"""for his precision determination of the magnetic moment of the electron"""
1955,63,Willis E.,Lamb,physics,2,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",1955,63,physics,2,"""for his discoveries concerning the fine structure of the hydrogen spectrum"""
1955,359,Hugo,Theorell,medicine,1,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",1955,359,medicine,1,"""for his discoveries concerning the nature and mode of action of oxidation enzymes"""
1955,218,Vincent,du Vigneaud,chemistry,1,"""for his work on biochemically important sulphur compounds especially for the first synthesis of a polypeptide hormone""",1955,218,chemistry,1,"""for his work on biochemically important sulphur compounds especially for the first synthesis of a polypeptide hormone"""
1956,361,Werner,Forssmann,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1956,361,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system"""
1956,360,André F.,Cournand,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1956,360,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system"""
1956,67,Walter H.,Brattain,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect""",1956,67,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect"""
1956,220,Nikolay,Semenov,chemistry,2,"""for their researches into the mechanism of chemical reactions""",1956,220,chemistry,2,"""for their researches into the mechanism of chemical reactions"""
1956,219,Sir Cyril,Hinshelwood,chemistry,2,"""for their researches into the mechanism of chemical reactions""",1956,219,chemistry,2,"""for their researches into the mechanism of chemical reactions"""
1956,66,John,Bardeen,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect""",1956,66,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect"""
1956,66,John,Bardeen,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect""",1972,66,physics,3,"""for their jointly developed theory of superconductivity usually called the BCS-theory"""
1956,65,William B.,Shockley,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect""",1956,65,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect"""
1956,362,Dickinson W.,Richards,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1956,362,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system"""
1956,627,Juan Ramón,Jiménez,literature,1,"""for his lyrical poetry which in Spanish language constitutes an example of high spirit and artistical purity""",1956,627,literature,1,"""for his lyrical poetry which in Spanish language constitutes an example of high spirit and artistical purity"""
1957,68,Chen Ning,Yang,physics,2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",1957,68,physics,2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles"""
1957,516,Lester Bowles,Pearson,peace,1,"""for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis""",1957,516,peace,1,"""for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis"""
1957,221,Lord,Todd,chemistry,1,"""for his work on nucleotides and nucleotide co-enzymes""",1957,221,chemistry,1,"""for his work on nucleotides and nucleotide co-enzymes"""
1957,69,Tsung-Dao,Lee,physics,2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",1957,69,physics,2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles"""
1957,628,Albert,Camus,literature,1,"""for his important literary production which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",1957,628,literature,1,"""for his important literary production which with clear-sighted earnestness illuminates the problems of the human conscience in our times"""
1957,363,Daniel,Bovet,medicine,1,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances and especially their action on the vascular system and the skeletal muscles""",1957,363,medicine,1,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances and especially their action on the vascular system and the skeletal muscles"""
1958,222,Frederick,Sanger,chemistry,1,"""for his work on the structure of proteins especially that of insulin""",1958,222,chemistry,1,"""for his work on the structure of proteins especially that of insulin"""
1958,222,Frederick,Sanger,chemistry,1,"""for his work on the structure of proteins especially that of insulin""",1980,222,chemistry,4,"""for their contributions concerning the determination of base sequences in nucleic acids"""
1958,517,Georges,Pire,peace,1,"""for his efforts to help refugees to leave their camps and return to a life of freedom and dignity""",1958,517,peace,1,"""for his efforts to help refugees to leave their camps and return to a life of freedom and dignity"""
1958,365,Edward,Tatum,medicine,4,"""for their discovery that genes act by regulating definite chemical events""",1958,365,medicine,4,"""for their discovery that genes act by regulating definite chemical events"""
1958,366,Joshua,Lederberg,medicine,2,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",1958,366,medicine,2,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria"""
1958,629,Boris,Pasternak,literature,1,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",1958,629,literature,1,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition"""
1958,721,Il´ja M.,Frank,physics,3,"""for the discovery and the interpretation of the Cherenkov effect""",1958,721,physics,3,"""for the discovery and the interpretation of the Cherenkov effect"""
1958,71,Igor Y.,Tamm,physics,3,"""for the discovery and the interpretation of the Cherenkov effect""",1958,71,physics,3,"""for the discovery and the interpretation of the Cherenkov effect"""
1958,70,Pavel A.,Cherenkov,physics,3,"""for the discovery and the interpretation of the Cherenkov effect""",1958,70,physics,3,"""for the discovery and the interpretation of the Cherenkov effect"""
1958,364,George,Beadle,medicine,4,"""for their discovery that genes act by regulating definite chemical events""",1958,364,medicine,4,"""for their discovery that genes act by regulating definite chemical events"""
1959,368,Arthur,Kornberg,medicine,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",1959,368,medicine,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid"""
1959,223,Jaroslav,Heyrovsky,chemistry,1,"""for his discovery and development of the polarographic methods of analysis""",1959,223,chemistry,1,"""for his discovery and development of the polarographic methods of analysis"""
1959,73,Owen,Chamberlain,physics,2,"""for their discovery of the antiproton""",1959,73,physics,2,"""for their discovery of the antiproton"""
1959,72,Emilio,Segrè,physics,2,"""for their discovery of the antiproton""",1959,72,physics,2,"""for their discovery of the antiproton"""
1959,367,Severo,Ochoa,medicine,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",1959,367,medicine,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid"""
1959,518,Philip,Noel-Baker,peace,1,"""for his longstanding contribution to the cause of disarmament and peace""",1959,518,peace,1,"""for his longstanding contribution to the cause of disarmament and peace"""
1959,630,Salvatore,Quasimodo,literature,1,"""for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times""",1959,630,literature,1,"""for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times"""
1960,370,Peter,Medawar,medicine,2,"""for discovery of acquired immunological tolerance""",1960,370,medicine,2,"""for discovery of acquired immunological tolerance"""
1960,74,Donald A.,Glaser,physics,1,"""for the invention of the bubble chamber""",1960,74,physics,1,"""for the invention of the bubble chamber"""
1960,369,Sir Frank Macfarlane,Burnet,medicine,2,"""for discovery of acquired immunological tolerance""",1960,369,medicine,2,"""for discovery of acquired immunological tolerance"""
1960,631,Saint-John,Perse,literature,1,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",1960,631,literature,1,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time"""
1960,519,Albert,Lutuli,peace,1,"""for his non-violent struggle against apartheid""",1960,519,peace,1,"""for his non-violent struggle against apartheid"""
1960,224,Willard F.,Libby,chemistry,1,"""for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science""",1960,224,chemistry,1,"""for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science"""
1961,76,Rudolf,Mössbauer,physics,2,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",1961,76,physics,2,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name"""
1961,520,Dag,Hammarskjöld,peace,1,"""for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter""",1961,520,peace,1,"""for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter"""
1961,371,Georg,von Békésy,medicine,1,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",1961,371,medicine,1,"""for his discoveries of the physical mechanism of stimulation within the cochlea"""
1961,633,Ivo,Andric,literature,1,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",1961,633,literature,1,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country"""
1961,225,Melvin,Calvin,chemistry,1,"""for his research on the carbon dioxide assimilation in plants""",1961,225,chemistry,1,"""for his research on the carbon dioxide assimilation in plants"""
1961,75,Robert,Hofstadter,physics,2,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",1961,75,physics,2,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons"""
1962,374,Maurice,Wilkins,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1962,374,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material"""
1962,373,James,Watson,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1962,373,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material"""
1962,372,Francis,Crick,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1962,372,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material"""
1962,217,Linus,Pauling,peace,1,"""for his fight against the nuclear arms race between East and West""",1954,217,chemistry,1,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances"""
1962,217,Linus,Pauling,peace,1,"""for his fight against the nuclear arms race between East and West""",1962,217,peace,1,"""for his fight against the nuclear arms race between East and West"""
1962,227,John C.,Kendrew,chemistry,2,"""for their studies of the structures of globular proteins""",1962,227,chemistry,2,"""for their studies of the structures of globular proteins"""
1962,226,Max F.,Perutz,chemistry,2,"""for their studies of the structures of globular proteins""",1962,226,chemistry,2,"""for their studies of the structures of globular proteins"""
1962,77,Lev,Landau,physics,1,"""for his pioneering theories for condensed matter especially liquid helium""",1962,77,physics,1,"""for his pioneering theories for condensed matter especially liquid helium"""
1962,634,John,Steinbeck,literature,1,"""for his realistic and imaginative writings combining as they do sympathetic humour and keen social perception""",1962,634,literature,1,"""for his realistic and imaginative writings combining as they do sympathetic humour and keen social perception"""
1963,377,Andrew,Huxley,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1963,377,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane"""
1963,376,Alan,Hodgkin,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1963,376,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane"""
1963,375,Sir John,Eccles,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1963,375,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane"""
1963,80,J. Hans D.,Jensen,physics,4,"""for their discoveries concerning nuclear shell structure""",1963,80,physics,4,"""for their discoveries concerning nuclear shell structure"""
1963,78,Eugene,Wigner,physics,2,"""for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles""",1963,78,physics,2,"""for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles"""
1963,482,International Committee of the Red Cross,,peace,2,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",1917,482,peace,1,"""for the efforts to take care of wounded soldiers and prisoners of war and their families"""
1963,482,International Committee of the Red Cross,,peace,2,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",1944,482,peace,1,"""for the great work it has performed during the war on behalf of humanity"""
1963,482,International Committee of the Red Cross,,peace,2,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",1963,482,peace,2,"""for promoting the principles of the Geneva Convention and cooperation with the UN"""
1963,523,League of Red Cross Societies,,peace,2,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",1963,523,peace,2,"""for promoting the principles of the Geneva Convention and cooperation with the UN"""
1963,635,Giorgos,Seferis,literature,1,"""for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture""",1963,635,literature,1,"""for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture"""
1963,79,Maria,Goeppert Mayer,physics,4,"""for their discoveries concerning nuclear shell structure""",1963,79,physics,4,"""for their discoveries concerning nuclear shell structure"""
1963,228,Karl,Ziegler,chemistry,2,"""for their discoveries in the field of the chemistry and technology of high polymers""",1963,228,chemistry,2,"""for their discoveries in the field of the chemistry and technology of high polymers"""
1963,229,Giulio,Natta,chemistry,2,"""for their discoveries in the field of the chemistry and technology of high polymers""",1963,229,chemistry,2,"""for their discoveries in the field of the chemistry and technology of high polymers"""
